"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2019-05-18 00:00:00",0,0,8045,0,0,8597,
"2019-05-19 00:00:00",2900,0,0,0,4411,9392.285714285714,
"2019-05-20 00:00:00",0,0,0,0,10631,4822.285714285715,
"2019-05-21 00:00:00",0,10170,575,0,0,5877.714285714285,
"2019-05-22 00:00:00",0,0,0,0,0,5877.714285714285,
"2019-05-23 00:00:00",0,0,0,0,0,5877.714285714285,
"2019-05-24 00:00:00",0,0,0,0,6068,6114.428571428572,
"2019-05-25 00:00:00",0,11016,0,0,0,6538.857142857143,
"2019-05-26 00:00:00",778,0,163,0,0,5629,
"2019-05-27 00:00:00",0,0,0,3436,0,4601.142857142857,
"2019-05-28 00:00:00",352,22727,2143,0,0,6669.285714285715,
"2019-05-29 00:00:00",1411,0,0,0,0,6870.857142857143,
"2019-05-30 00:00:00",0,56187,0,0,0,14897.57142857143,
"2019-05-31 00:00:00",0,0,7561,2363,0,15448.42857142857,
"2019-06-01 00:00:00",0,0,0,0,0,13874.714285714286,
"2019-06-02 00:00:00",2873,0,3120,0,0,14596.285714285714,
"2019-06-03 00:00:00",0,0,1035,0,34612,19197.85714285714,
"2019-06-04 00:00:00",0,0,0,0,0,15594.57142857143,
"2019-06-05 00:00:00",0,0,0,0,4411,16023.142857142857,
"2019-06-06 00:00:00",205,0,10802,0,0,9569,
"2019-06-07 00:00:00",778,0,0,0,4411,8892.57142857143,
"2019-06-08 00:00:00",0,0,0,0,0,8892.57142857143,
"2019-06-09 00:00:00",0,0,799,0,0,8150.571428571428,
"2019-06-10 00:00:00",0,0,0,0,4411,3688.285714285714,
"2019-06-11 00:00:00",778,0,0,0,0,3799.4285714285716,
"2019-06-12 00:00:00",0,0,1036,0,8312,4504.857142857143,
"2019-06-13 00:00:00",0,0,0,0,0,2932.285714285714,
"2019-06-14 00:00:00",778,0,0,0,0,2302.1428571428573,
"2019-06-15 00:00:00",0,0,0,0,38283,7771.142857142857,
"2019-06-16 00:00:00",778,0,0,0,0,7768.142857142857,
"2019-06-17 00:00:00",0,0,1553,0,4411,7990,
"2019-06-18 00:00:00",0,0,0,0,0,7878.857142857143,
"2019-06-19 00:00:00",0,0,0,0,0,6543.285714285715,
"2019-06-20 00:00:00",778,0,0,0,0,6654.428571428572,
"2019-06-21 00:00:00",1149,0,1036,0,0,6855.428571428572,
"2019-06-22 00:00:00",0,0,0,0,0,1386.4285714285713,
"2019-06-23 00:00:00",0,0,0,0,0,1275.2857142857142,
"2019-06-24 00:00:00",0,33140,0,0,0,5157.571428571428,
"2019-06-25 00:00:00",0,0,0,0,0,5157.571428571428,
"2019-06-26 00:00:00",0,0,5507,0,0,5944.285714285715,
